order_id,product_id,quantity_in_kg
1337,5,19.58
1338,9,33.26
1338,7,36.05
1339,4,60.1
1339,3,36.7
1339,9,13.59
1339,10,16.01
1340,3,40.41
1341,8,30.05
1341,3,20.74
1341,6,35.81
1341,7,16.5
1342,5,32.46
1342,10,36.49
1342,1,31.72
1342,4,40.5
1343,3,37.17
1344,4,36.07
1345,8,10.91
1345,2,24.46
1345,10,47.71
1346,5,49.65
1346,6,52.86
1346,9,31.38
1347,6,45.18
1347,1,48.88
1347,7,70.86
1348,6,58.02
1349,10,33.71
1349,9,46.47
1350,5,47.92
1350,6,27.12
1351,9,50.11
1351,8,40.28
1351,10,56.21
1352,7,21.85
1353,8,24.03
1353,3,13.86
1353,9,31.61
1354,7,41.94
1354,10,159.27
1354,2,41.79
1355,3,27.88
1356,4,33.8
1356,6,5.0
1356,9,28.74
1357,5,10.75
1357,7,20.23
1357,10,31.41
1358,6,26.09
1358,9,22.54
1358,8,38.42
1358,4,18.68
1359,3,18.72
1359,1,16.49
1360,4,47.74
1360,5,28.24
1361,4,133.42
1362,7,5.0
1362,2,49.34
1363,2,22.52
1364,9,34.94
1364,1,24.23
1364,10,49.52
1364,7,45.02
1365,9,44.31
1365,2,8.75
1365,10,33.69
1365,3,31.63
1366,2,28.55
1366,7,48.16
1367,4,38.35
1367,10,63.99
1367,5,53.68
1368,3,23.07
1368,10,53.03
1368,9,38.15
1368,1,29.67
1369,6,16.25
1370,8,36.77
1370,10,43.52
1370,5,42.99
1371,3,36.08
1371,9,41.5
1371,10,58.19
1371,5,44.58
1372,10,8.57
1372,7,24.51
1372,5,47.44
1372,3,14.43
1373,9,41.61
1373,4,45.14
1373,2,31.46
1373,10,35.39
1374,6,35.07
1374,7,52.26
1374,5,35.45
1375,5,64.99
1375,1,45.17
1376,9,24.69
1377,6,48.44
1377,5,46.4
1378,9,41.98
1378,1,23.42
1378,8,34.2
1378,7,50.1
1379,5,37.27
1379,1,38.3
1379,7,41.63
1379,8,48.74
1380,10,34.96
1380,4,41.33
1380,1,45.3
1381,4,34.99
1381,7,31.78
1381,9,54.69
1382,4,31.98
1382,3,30.62
1382,7,32.55
1382,8,50.35
1383,4,37.36
1383,5,32.26
1383,2,43.97
1383,10,59.42
1384,9,45.54
1384,5,55.61
1385,9,39.66
1385,5,138.55
1385,7,45.29
1386,2,28.97
1386,3,23.97
1387,5,65.63
1387,2,60.38
1388,10,12.23
1388,8,28.33
1388,5,44.88
1388,6,37.93
1389,4,47.66
1389,6,39.24
1389,1,22.59
1389,2,40.91
1390,9,52.59
1391,3,42.52
1392,5,36.84
1393,3,34.86
1393,8,41.12
1393,1,25.39
1394,2,39.9
1394,3,34.27
1395,8,26.53
1396,6,63.71
1396,7,27.0
1397,8,40.08
1397,6,30.37
1397,10,43.56
1398,6,24.71
1399,3,35.42
1400,5,58.07
1401,2,39.23
1401,9,43.48
1401,8,18.36
1401,10,21.95
1402,5,165.97
1402,7,5.0
1403,2,29.91
1404,7,21.68
1404,8,22.74
1405,1,23.76
1405,4,30.03
1406,2,42.65
1406,9,50.78
1406,4,40.45
1406,8,47.91
1407,5,61.2
1407,6,52.46
1407,3,41.12
1407,9,33.87
1408,9,9.36
1409,5,28.72
1410,5,45.72
1410,4,60.59
1410,6,38.83
1410,1,43.93
1411,2,51.43
1411,4,31.11
1412,6,50.38
1412,1,65.02
1412,3,27.91
1412,7,35.92
1413,10,42.78
1413,2,49.44
1413,7,33.29
1414,1,25.92
1414,10,56.31
1415,10,32.71
1415,3,58.82
1415,6,57.37
1415,7,51.26
1416,4,38.43
1417,8,53.54
1417,2,52.12
1418,1,39.47
1418,10,42.99
1418,6,39.85
1419,9,31.54
1419,2,47.91
1420,8,56.63
1420,4,34.63
1421,9,41.96
1421,6,48.95
1421,8,40.46
1422,1,11.34
1422,7,24.17
1423,3,40.24
1423,5,42.16
1423,1,56.14
1424,8,27.92
1424,9,40.57
1424,5,33.23
1424,10,22.07
1425,4,55.06
1425,3,34.03
1425,6,24.78
1425,9,37.98
1426,5,40.82
1426,9,19.04
1426,3,43.98
1426,1,27.43
1427,8,60.53
1427,5,46.29
1428,9,35.2
1428,6,31.06
1428,8,38.74
1429,9,47.35
1430,3,39.69
1430,1,37.39
1430,6,40.7
1430,7,32.75
1431,6,51.68
1431,2,43.59
1432,4,41.04
1432,9,27.57
1432,8,50.28
1432,7,44.78
1433,10,44.73
1433,5,34.89
1434,7,45.41
1434,6,36.86
1434,2,46.67
1435,9,17.14
1436,1,46.81
1437,3,27.6
1437,1,155.51
1438,2,25.42
1438,8,41.63
1439,2,24.37
1439,1,37.27
1440,8,22.71
1440,9,17.46
1440,5,26.19
1440,1,29.06
1441,4,13.09
1441,2,10.06
1441,1,24.68
1442,8,5.0
1442,2,22.49
1443,1,5.12
1443,6,18.85
1443,7,36.6
1443,8,16.88
1444,1,32.96
1444,5,37.77
1444,10,31.24
1445,5,63.69
1446,4,62.66
1447,2,38.03
1448,9,23.07
1448,7,44.37
1449,4,50.19
1449,9,24.71
1450,10,48.14
1450,3,40.62
1451,2,59.18
1451,6,29.74
1451,8,73.79
1451,9,11.31
1452,2,62.21
1452,3,36.86
1452,9,37.94
1452,5,45.32
1453,9,44.55
1453,6,48.34
1453,3,62.95
1453,5,13.91
1454,6,39.19
1454,10,54.3
1454,9,38.51
1454,7,11.94
1455,7,43.51
1455,10,48.07
1455,6,30.63
1456,10,43.12
1456,9,40.64
1457,7,30.15
1457,9,25.0
1458,6,36.82
1458,8,40.4
1458,9,43.22
1459,1,62.34
1459,10,28.64
1459,5,18.83
1459,8,43.49
1460,9,43.76
1461,5,47.99
1461,1,48.07
1462,4,61.25
1462,10,47.95
1462,6,26.73
1463,5,22.52
1464,2,62.39
1464,1,39.29
1465,6,55.71
1465,3,29.32
1465,9,47.53
1465,8,29.12
1466,10,58.87
1466,4,30.53
1466,9,36.86
1467,5,25.14
1467,2,51.53
1467,7,23.5
1468,2,37.85
1468,6,31.0
1469,3,13.88
1469,8,29.32
1469,2,14.07
1469,5,40.25
1470,1,13.24
1470,7,5.0
1470,2,41.71
1471,6,8.31
1472,7,19.21
1472,10,23.29
1472,2,5.0
1473,10,8.21
1473,1,6.76
1474,1,40.45
1474,5,53.1
1474,10,39.16
1474,3,9.73
1475,6,38.18
1475,9,52.72
1476,3,29.28
1476,1,35.34
1477,8,60.06
1477,9,29.18
1477,2,46.07
1477,10,38.96
1478,5,20.17
1478,7,27.52
1478,3,53.06
1478,2,42.51
1479,2,35.22
1479,8,45.83
1479,1,46.07
1480,5,63.89
1480,2,41.96
1480,7,27.25
1480,10,38.61
1481,3,47.29
1481,10,43.04
1481,8,29.23
1481,5,33.2
1482,8,50.15
1482,7,38.11
1483,9,105.17
1483,10,54.72
1484,4,21.03
1484,2,54.93
1485,7,66.78
1485,6,40.01
1485,2,21.47
1486,7,20.0
1487,6,22.06
1487,10,41.64
1487,4,40.3
1487,3,31.4
1488,10,49.72
1488,1,46.37
1488,5,50.3
1489,6,30.25
1489,8,65.26
1490,8,40.42
1490,1,23.49
1491,4,56.42
1491,6,41.51
1492,2,40.03
1492,10,61.71
1493,4,38.7
1494,5,35.46
1494,1,43.52
1495,2,25.58
1495,5,63.9
1495,8,44.71
1496,1,59.08
1496,6,33.17
1496,4,30.43
1496,9,40.49
1497,4,45.22
1497,9,35.27
1498,9,46.45
1498,8,43.68
1498,3,28.02
1499,7,46.23
1500,5,27.7
1501,1,46.71
1501,5,109.55
1502,10,27.67
1502,5,17.11
1503,8,33.42
1504,2,45.75
1505,5,29.66
1505,6,66.14
1505,2,42.33
1505,1,38.23
1506,7,51.57
1506,4,42.99
1506,10,44.79
1507,6,69.91
1508,10,36.7
1508,9,38.67
1508,2,36.5
1508,8,33.37
1509,9,41.84
1509,8,39.48
1510,1,35.02
1511,9,41.81
1511,5,63.56
1512,8,49.84
1512,7,49.81
1512,3,51.45
1513,6,54.62
1514,6,55.55
1514,5,46.8
1514,4,13.11
1515,1,40.07
1515,5,49.01
1515,7,44.68
1516,9,25.89
1517,4,37.31
1517,3,52.85
1517,6,32.24
1518,3,14.1
1518,2,24.53
1518,7,34.14
1518,5,34.91
1519,7,20.9
1519,4,31.41
1520,7,12.14
1520,5,40.63
1521,8,33.87
1521,9,40.36
1521,3,19.67
1522,3,38.29
1522,9,180.69
1523,3,36.0
1523,5,36.28
1524,7,21.43
1524,3,43.17
1525,6,39.52
1525,2,44.78
1526,3,42.94
1527,3,26.28
1527,1,41.05
1527,6,42.8
1528,7,31.38
1528,5,32.95
1528,8,42.77
1528,6,26.4
1529,3,44.2
1529,4,295.31
1529,2,29.67
1530,3,45.77
1530,1,29.52
1531,10,37.52
1531,4,27.63
1531,9,49.87
1532,1,143.72
1532,6,45.55
1533,8,25.21
1534,9,22.7
1534,8,49.92
1535,3,30.12
1535,7,36.96
1535,8,40.39
1536,3,61.8
1536,10,25.94
1536,4,25.11
1536,2,40.34
1537,7,40.26
1538,5,39.8
1539,4,48.2
1539,10,55.93
1539,9,66.51
1539,1,35.64
1540,8,22.8
1540,10,55.49
1541,8,50.38
1541,4,30.72
1541,7,29.55
1542,1,43.79
1542,7,33.21
1542,6,34.73
1542,4,47.7
1543,9,22.21
1544,8,174.28
1545,1,24.22
1545,4,18.73
1545,7,35.64
1545,6,60.53
1546,9,48.53
1547,9,16.93
1547,1,23.88
1547,4,35.25
1547,3,66.86
1548,7,28.73
1548,5,31.27
1548,9,38.78
1548,4,55.79
1549,7,38.26
1549,5,53.48
1550,9,44.65
1551,8,51.78
1551,10,48.03
1552,9,18.45
1553,3,6.0
1554,7,9.83
1554,10,8.55
1555,8,52.5
1555,1,47.41
1555,3,11.06
1556,10,58.99
1556,4,39.24
1556,8,32.08
1556,1,51.81
1557,6,41.51
1557,3,20.74
1557,2,28.88
1558,2,57.06
1559,6,40.2
1559,2,45.6
1559,7,49.48
1559,10,19.6
1560,7,39.2
1560,9,49.95
1561,1,32.42
1561,3,43.49
1561,6,35.64
1561,5,37.79
1562,3,10.15
1562,10,49.5
1563,1,26.57
1563,7,61.2
1564,5,27.23
1564,8,47.91
1564,10,34.64
1565,2,46.45
1565,3,47.71
1566,1,19.67
1566,5,52.08
1567,8,71.65
1568,8,43.62
1568,9,56.68
1568,1,23.86
1568,5,27.96
1569,4,36.02
1569,10,32.8
1569,8,41.68
1569,9,40.88
1570,8,51.63
1570,2,51.61
1570,1,45.93
1570,9,35.65
1571,10,48.9
1571,9,38.9
1571,4,27.02
1572,3,50.92
1573,1,37.8
1573,6,40.44
1574,3,50.93
1575,10,47.98
1576,6,27.75
1576,2,36.18
1576,1,22.53
1577,7,48.04
1578,3,47.98
1578,5,57.16
1579,8,37.25
1579,6,28.85
1580,2,26.39
1581,6,50.57
1581,10,38.84
1581,7,43.68
1582,7,33.39
1583,5,30.27
1584,3,50.28
1584,2,39.18
1584,5,40.35
1584,10,37.78
1585,9,54.55
1585,4,53.22
1585,10,48.6
1585,5,67.9
1586,2,33.65
1587,8,44.84
1588,7,45.48
1588,6,54.35
1588,5,35.87
1589,3,33.55
1589,8,53.48
1589,9,24.61
1590,3,33.6
1590,4,33.29
1590,5,97.03
1590,2,26.67
1591,2,24.46
1592,8,28.59
1593,4,18.08
1594,7,5.15
1594,1,12.59
1594,6,23.61
1594,3,6.0
1595,1,50.09
1595,4,34.87
1596,5,15.07
1596,2,37.18
1596,10,65.75
1597,9,21.46
1597,10,16.22
1597,6,22.01
1598,2,56.68
1599,6,61.45
1599,7,37.04
1599,1,12.38
1600,4,30.15
1600,6,34.88
1601,8,65.18
1601,10,23.38
1601,1,40.35
1602,8,45.18
1602,3,36.92
1603,9,23.96
1603,6,55.09
1603,8,44.04
1603,7,24.8
1604,1,45.26
1604,9,60.42
1604,5,39.56
1604,8,39.97
1605,9,58.82
1605,10,20.92
1605,1,32.02
1606,10,29.17
1606,6,49.71
1607,2,29.45
1607,3,43.56
1607,5,24.51
1608,6,51.08
1609,9,46.26
1609,3,56.04
1609,7,39.01
1609,2,43.68
1610,5,45.27
1611,1,38.82
1611,5,44.37
1611,7,31.84
1612,8,45.9
1613,6,37.25
1613,8,26.36
1614,4,30.14
1614,9,55.63
1614,5,41.65
1615,2,30.23
1615,6,58.01
1616,4,56.23
1617,8,34.4
1618,8,22.22
1619,4,23.93
1619,6,46.06
1620,9,46.33
1620,5,17.2
1620,6,38.46
1620,2,23.4
1621,9,50.82
1622,4,19.72
1622,1,17.85
1623,7,35.83
1623,9,21.08
1623,2,5.38
1623,1,12.52
1624,1,16.62
1624,2,26.49
1624,6,20.43
1625,1,9.77
1625,2,10.51
1625,5,34.71
1625,10,14.8
1626,4,19.2
1626,6,5.0
1626,10,36.92
1627,5,52.45
1627,10,29.07
1628,8,37.07
1628,2,43.54
1628,5,48.32
1629,3,15.67
1629,5,48.44
1630,1,69.98
1631,4,41.3
1632,9,29.12
1632,6,51.97
1632,5,54.18
1633,5,39.2
1633,4,35.7
1634,2,54.73
1634,5,25.48
1635,9,24.78
1635,8,61.44
1635,1,35.01
1636,1,47.24
1636,8,40.59
1637,2,42.5
1638,1,46.82
1638,2,31.65
1638,7,55.66
1638,4,21.05
1639,10,27.54
1639,8,55.51
1640,5,17.71
1640,6,23.04
1640,4,50.75
1641,8,19.12
1642,2,37.63
1642,8,54.01
1643,8,46.93
1644,8,32.07
1644,10,44.46
1644,4,52.94
1645,3,37.33
1645,5,40.82
1646,7,28.59
1646,3,48.35
1646,6,33.8
1647,8,27.72
1647,10,43.36
1647,1,7.91
1648,8,40.99
1649,6,35.57
1650,8,28.24
1650,3,47.85
1650,5,31.42
1650,7,38.84
1651,10,38.32
1651,3,41.46
1651,2,59.95
1652,2,37.11
1652,6,54.62
1652,10,45.76
1652,7,57.02
1653,9,35.94
1653,8,48.35
1653,7,39.29
1654,4,42.62
1654,10,55.47
1654,3,38.4
1654,9,24.15
1655,2,65.72
1655,6,34.36
1655,4,41.91
1655,7,53.87
1656,7,32.18
1656,6,40.54
1656,4,44.49
1656,2,35.09
1657,10,59.13
1658,2,41.24
1658,8,15.59
1658,6,25.09
1658,5,46.17
1659,8,58.61
1660,5,44.82
1660,7,22.57
1661,10,45.91
1662,10,13.06
1663,6,15.28
1663,8,27.25
1663,1,15.55
1663,9,27.44
1664,3,33.68
1664,1,44.74
1665,3,38.52
1665,8,23.11
1666,7,26.63
1666,8,33.46
1666,4,5.0
1667,6,62.57
1667,5,26.92
1668,7,38.29
1668,6,58.18
1668,2,44.93
1669,10,35.28
1670,3,30.85
1670,5,44.59
1670,1,24.25
1670,10,35.23
1671,1,39.5
1672,2,47.16
1672,5,26.36
1672,1,25.09
1673,7,36.1
1673,10,47.48
1674,7,61.72
1674,10,47.91
1674,9,53.02
1675,9,24.77
1675,4,58.43
1675,3,38.66
1675,10,43.59
1676,4,50.0
1676,9,32.44
1677,6,50.37
1677,7,7.51
1677,3,31.36
1677,8,28.91
1678,3,44.63
1678,1,48.43
1679,1,41.73
1680,8,38.98
1680,7,41.89
1681,2,43.71
1681,3,36.78
1682,8,42.09
1682,7,45.72
1682,3,34.12
1682,4,38.85
1683,9,26.66
1683,8,25.0
1683,7,42.53
1683,3,31.25
1684,3,18.68
1684,7,49.29
1685,10,42.15
1686,4,39.03
1686,9,49.6
1686,5,38.04
1686,10,54.23
1687,1,26.08
1687,10,36.93
1687,8,54.6
1688,2,11.29
1688,8,39.45
1688,10,35.28
1689,9,57.21
1689,5,43.42
1690,9,16.44
1690,2,45.53
1690,10,52.58
1690,8,39.03
1691,2,60.94
1691,9,50.32
1691,5,46.82
1691,8,53.04
1692,6,44.0
1693,8,10.09
1694,9,43.05
1694,8,31.58
1694,6,19.39
1694,4,21.05
1695,5,56.87
1695,10,45.81
1695,3,35.42
1696,10,44.56
1697,10,19.47
1697,5,35.28
1697,1,21.18
1698,10,22.09
1698,3,27.98
1698,1,28.93
1698,6,28.54
1699,10,46.22
1699,1,33.93
1699,5,37.85
1700,2,36.83
1700,3,44.39
1700,10,16.7
1700,7,11.38
1701,5,39.97
1701,3,39.86
1701,10,42.88
1702,5,44.88
1702,1,60.54
1702,2,69.68
1703,10,43.48
1703,3,14.16
1704,6,28.58
1704,3,61.74
1704,5,48.62
1704,7,45.11
1705,8,26.84
1705,3,49.86
1706,6,34.89
1707,3,23.03
1708,8,39.42
1708,7,117.5
1709,4,25.69
1709,8,21.81
1709,3,33.21
1709,2,19.95
1710,1,5.55
1710,5,16.63
1710,2,31.45
1711,3,31.64
1712,7,11.79
1712,8,60.07
1712,5,29.63
1712,4,38.48
1713,7,35.49
1713,10,24.34
1714,5,29.95
1714,3,14.72
1714,7,22.91
1714,1,42.14
1715,8,39.97
1715,7,33.48
1715,6,63.9
1716,2,62.01
1717,7,48.99
1717,5,32.83
1717,6,22.05
1718,5,39.85
1718,2,43.52
1718,10,61.91
1719,8,20.47
1719,4,52.72
1719,9,19.34
1719,5,49.58
1720,3,40.14
1720,6,36.31
1720,1,45.32
1721,2,41.22
1722,7,26.55
1723,9,30.94
1724,8,40.27
1725,4,60.32
1725,5,30.09
1725,9,62.16
1726,1,63.2
1726,10,43.08
1727,1,30.58
1728,10,48.53
1728,2,51.89
1729,2,36.38
1730,7,23.83
1730,3,29.21
1731,3,13.63
1732,5,29.41
1732,8,42.16
1732,2,30.22
1733,5,91.38
1733,7,61.67
1733,6,32.4
1733,3,38.84
1734,2,42.77
1734,5,29.93
1735,7,32.51
1736,6,15.86
1736,1,12.07
1736,5,17.31
1736,7,20.21
1737,3,24.92
1737,8,28.31
1737,2,49.51
1738,4,31.87
1738,7,32.15
1738,3,21.8
1738,6,13.24
1739,2,16.76
1739,3,38.96
1739,7,37.83
1739,10,9.57
1740,8,43.09
1741,2,32.43
1741,1,45.19
1741,10,31.39
1742,10,40.25
1743,8,26.43
1743,1,42.97
1743,10,39.88
1744,1,50.55
1744,10,45.77
1745,5,37.0
1745,3,36.19
1745,6,53.27
1745,4,36.24
1746,9,55.5
1747,8,24.58
1747,7,17.94
1747,9,50.78
1747,10,35.59
1748,9,48.43
1749,1,22.42
1749,7,31.98
1750,2,41.13
1750,9,61.67
1750,6,72.0
1750,3,41.17
1751,7,53.4
1751,1,42.79
1751,2,45.99
1752,9,35.89
1752,6,34.24
1752,2,39.64
1753,5,37.76
1753,4,247.95
1753,3,36.51
1753,10,35.41
1754,7,41.42
1755,5,31.68
1755,7,31.39
1756,6,60.51
1757,2,63.27
1757,8,50.23
1757,4,47.85
1757,10,37.18
1758,4,36.68
1759,10,31.94
1760,8,51.94
1760,7,33.06
1761,9,53.36
1762,8,51.27
1762,9,36.6
1762,10,34.01
1763,1,35.02
1764,1,29.92
1764,6,30.98
1764,10,41.67
1765,2,38.07
1765,4,46.33
1765,8,40.63
1765,6,40.92
1766,10,50.45
1766,4,65.02
1767,1,45.25
1768,8,43.91
1768,1,66.93
1769,10,7.29
1769,1,33.32
1769,4,40.39
1769,6,53.65
1770,1,44.79
1770,3,43.73
1771,5,26.47
1772,8,46.01
1773,10,28.21
1773,2,59.26
1774,2,243.37
1775,10,12.57
1775,4,30.61
1775,2,49.2
1775,7,35.03
1776,7,5.44
1776,6,31.68
1777,6,5.0
1777,2,34.23
1777,3,38.42
1777,8,8.58
1778,1,19.61
1778,3,33.08
1779,2,30.83
1779,10,44.3
1779,5,6.36
1780,7,47.99
1780,3,54.12
1781,9,30.74
1781,3,55.49
1781,8,56.76
1782,10,28.79
1782,1,57.77
1783,2,32.84
1783,7,26.71
1784,1,17.5
1784,8,37.42
1785,1,24.82
1786,3,40.68
1787,10,22.47
1788,7,54.3
1788,8,48.1
1788,3,19.41
1789,3,72.53
1789,5,39.24
1790,7,29.47
1790,4,23.11
1790,3,37.36
1790,5,38.47
1791,10,24.9
1792,8,50.55
1792,2,11.59
1793,6,44.25
1793,7,28.25
1793,1,41.96
1794,4,29.15
1794,2,56.75
1795,10,37.95
1796,9,54.97
1796,10,45.69
1796,4,48.35
1797,4,34.27
1797,5,39.46
1797,1,56.11
1797,2,16.79
1798,3,40.28
1799,8,47.5
1799,3,48.69
1799,9,18.72
1799,6,31.42
1800,1,31.67
1801,5,20.18
1801,4,37.13
1801,7,33.98
1802,6,40.06
1802,8,34.37
1802,1,58.38
1803,1,12.47
1804,3,43.63
1804,1,49.94
1805,9,48.42
1805,2,35.37
1805,10,15.14
1805,8,54.01
1806,10,30.7
1806,6,29.75
1806,7,35.16
1806,2,43.27
1807,4,39.31
1807,2,31.09
1807,6,38.61
1808,2,35.32
1808,4,48.24
1809,4,54.24
1809,7,17.3
1809,10,32.34
1809,1,52.73
1810,10,30.9
1810,8,34.65
1810,1,33.19
1810,4,47.64
1811,4,16.23
1811,8,34.68
1812,7,69.12
1812,6,33.1
1813,8,65.05
1813,4,34.88
1814,5,58.9
1814,4,49.11
1814,6,41.7
1815,1,60.08
1815,10,50.52
1816,3,31.2
1816,2,63.76
1816,8,47.71
1817,7,23.47
1817,3,60.4
1817,6,60.88
1817,2,41.02
1818,10,20.51
1818,3,20.08
1818,9,64.32
1819,2,64.72
1819,7,24.58
1820,4,24.82
1820,8,12.53
1820,9,45.25
1820,3,27.94
1821,7,33.72
1822,4,13.8
1822,6,13.04
1823,10,33.26
1823,4,19.68
1823,3,14.75
1823,5,17.28
1824,7,33.39
1825,1,17.45
1826,9,48.63
1826,1,285.99
1826,7,39.0
1826,5,196.34
1827,8,32.99
1827,2,69.43
1827,10,63.8
1827,4,40.14
1828,2,36.1
1828,9,39.2
1829,7,45.2
1830,3,15.93
1830,6,50.48
1831,4,69.11
1831,2,45.76
1831,1,36.63
1832,5,37.91
1832,3,60.57
1832,8,60.24
1832,7,36.04
1833,8,39.03
1834,3,39.73
1834,7,39.89
1834,10,28.63
1834,9,26.95
1835,8,55.0
1835,1,39.73
1835,2,50.35
1836,6,23.34
1836,9,37.24
1836,1,38.13
1836,3,39.21
1837,5,24.09
1837,9,48.45
1837,4,52.34
1837,7,31.07
1838,10,45.95
1839,1,32.84
1839,9,53.8
1839,6,45.92
1840,2,39.5
1841,6,38.88
1841,8,27.91
1841,1,26.6
1841,3,65.04
1842,3,43.35
1842,9,44.26
1842,2,18.29
1843,3,47.62
1843,6,38.59
1844,9,45.7
1844,2,48.49
1845,10,40.79
1845,4,21.67
1845,9,61.4
1845,3,67.27
1846,5,47.43
1846,9,41.08
1846,7,36.74
1847,1,34.43
1847,2,32.8
1847,6,44.94
1848,8,50.22
1848,10,29.08
1848,2,34.58
1849,9,27.79
1849,10,101.85
1849,5,57.03
1849,4,29.01
1850,2,41.52
1850,4,29.48
1850,8,48.16
1851,2,43.24
1852,3,161.65
1852,5,32.6
1852,2,26.68
1852,1,47.15
1853,5,51.32
1853,2,46.75
1854,8,25.32
1854,3,63.78
1855,9,114.08
1855,1,54.46
1856,7,41.75
1856,9,44.49
1856,3,50.81
1857,6,50.15
1857,7,35.89
1857,8,46.38
1857,10,45.48
1858,5,32.56
1859,2,29.42
1859,1,79.32
1860,9,46.48
1860,6,46.81
1861,10,47.14
1861,6,56.89
1861,9,44.89
1861,4,49.79
1862,8,27.3
1862,5,17.5
1862,3,54.16
1862,7,52.63
1863,3,41.17
1863,5,37.28
1863,4,44.8
1864,6,30.75
1864,5,57.21
1864,1,29.24
1864,2,5.0
1865,5,46.16
1865,8,18.8
1865,3,29.62
1866,9,33.79
1866,5,22.91
1867,3,34.08
1867,10,23.14
1868,4,41.95
1868,2,53.94
1869,6,49.39
1870,8,5.0
1870,5,43.03
1871,3,22.25
1871,4,39.02
1871,1,29.81
1872,6,29.9
1872,3,32.13
1872,10,13.96
1873,9,17.6
1873,3,8.82
1873,5,17.73
1873,1,24.62
1874,7,65.34
1875,3,29.67
1875,8,36.12
1875,6,35.59
1875,2,34.94
1876,9,47.46
1877,5,55.47
1877,8,110.51
1877,10,56.39
1878,10,147.23
1878,8,40.32
1879,2,50.72
1879,8,48.46
1879,1,44.18
1880,9,49.92
1880,2,21.86
1881,1,40.27
1881,7,12.67
1881,4,38.52
1882,6,35.53
1882,2,45.9
1882,10,27.12
1882,1,34.94
1883,10,5.0
1883,9,46.69
1884,5,38.94
1884,4,37.78
1885,2,47.8
1886,2,21.62
1886,9,49.46
1886,7,41.92
1886,10,25.37
1887,6,51.09
1887,9,57.75
1887,1,38.39
1887,10,23.62
1888,7,51.82
1888,3,20.97
1888,10,42.12
1889,7,45.41
1889,6,39.12
1889,1,30.51
1890,6,52.19
1890,10,35.16
1890,5,22.18
1891,9,15.41
1891,2,25.0
1891,4,44.46
1891,6,24.57
1892,7,24.37
1892,8,15.41
1892,5,35.41
1892,2,39.6
1893,7,33.79
1893,3,56.68
1893,2,55.79
1893,8,63.15
1894,5,40.56
1894,8,44.11
1895,2,63.01
1895,7,21.69
1895,10,26.15
1896,7,38.32
1897,7,33.7
1897,3,55.0
1897,8,28.79
1898,4,31.3
1898,3,29.25
1899,5,26.29
1899,9,41.84
1899,8,33.84
1899,1,45.86
1900,10,40.62
1900,5,57.64
1900,8,44.54
1901,4,32.93
1901,1,39.49
1901,9,11.71
1901,2,25.44
1902,5,31.15
1902,8,32.67
1902,2,46.07
1903,7,47.95
1903,3,30.13
1903,8,27.53
1904,1,161.51
1904,2,44.76
1905,8,42.04
1905,2,29.84
1905,6,47.3
1906,10,57.36
1906,7,32.07
1906,5,21.12
1906,6,27.37
1907,2,26.98
1907,6,35.64
1907,1,32.31
1907,7,43.81
1908,3,25.08
1908,1,51.5
1908,10,39.47
1909,8,141.4
1909,3,36.15
1909,6,28.55
1910,1,53.17
1910,5,48.03
1911,7,30.37
1911,6,33.94
1911,1,30.36
1912,5,31.22
1912,9,72.66
1912,2,50.13
1913,3,38.22
1913,2,30.9
1914,9,33.54
1914,6,13.37
1915,5,14.52
1915,10,43.53
1915,6,20.97
1916,9,11.55
1917,3,34.69
1917,1,40.09
1917,10,51.34
1918,6,33.37
1918,8,29.5
1918,7,21.87
1919,3,15.37
1919,2,25.83
1919,4,37.09
1920,9,53.79
1920,4,42.64
1921,9,60.06
1921,10,50.72
1922,7,47.7
1923,2,39.95
1923,10,39.5
1923,3,49.0
1923,1,15.82
1924,6,38.69
1924,5,21.45
1924,10,22.0
1924,2,39.93
1925,10,51.26
1925,9,49.11
1925,6,61.57
1925,2,36.2
1926,1,33.27
1926,2,33.66
1926,4,37.57
1927,3,59.83
1927,4,52.38
1928,3,23.09
1928,4,45.34
1928,10,50.21
1929,7,50.7
1930,2,26.64
1931,8,37.65
1932,1,46.56
1932,4,39.76
1932,2,28.26
1932,10,31.24
1933,8,48.44
1934,5,49.04
1935,2,41.61
1936,1,55.59
1936,2,48.01
1936,9,31.43
1937,10,54.14
1937,4,36.41
1938,6,25.17
1938,1,21.44
1939,3,55.89
1940,10,37.25
1940,6,41.8
1940,9,40.13
1941,9,22.22
1941,4,35.86
1942,2,40.15
1943,9,49.04
1944,4,41.55
1944,5,35.84
1945,9,36.62
1945,1,47.7
1946,4,282.09
1947,6,49.72
1947,3,31.3
1947,8,40.65
1947,10,41.51
1948,3,28.53
1949,7,67.81
1949,10,23.11
1949,4,24.42
1950,7,55.77
1950,2,48.56
1951,2,57.61
1951,8,39.64
1951,10,71.19
1952,8,19.31
1952,6,49.85
1953,9,29.06
1953,1,44.11
1953,2,43.56
1954,8,37.27
1954,2,28.72
1954,7,35.37
1955,8,52.18
1955,5,41.3
1955,10,71.28
1956,9,52.88
1956,7,42.62
1957,7,30.12
1957,4,39.56
1957,2,17.09
1958,6,33.26
1958,3,8.91
1958,1,21.16
1958,10,26.73
1959,2,5.0
1959,7,44.67
1959,8,5.0
1959,5,31.92
1960,2,22.86
1961,7,52.58
1961,10,28.17
1962,3,51.55
1963,6,53.99
1964,6,39.29
1964,4,37.35
1965,2,47.7
